Name,Age,Gender,Hours_Studied,IQ,Physics_Marks,Math_Marks,Chemistry_Marks,Has_Part_Time_Job,Study_Hours_Group
Rebecca Stone,40,Female,9.757838547,109,92,72,73,TRUE,High
Sharon Martin,24,Male,6.649708209,106,98,47,90,TRUE,High
Melissa Kaufman,22,Male,6.808158998,140,76,90,57,FALSE,High
Veronica Macias,32,Female,5.173074828,97,82,55,97,TRUE,High
Rachel Medina,22,Female,4.461538584,146,48,79,95,FALSE,Low
David Reeves,23,Male,6.001456732,86,73,63,87,FALSE,High
Oscar Werner,42,Female,5.973819789,137,95,87,55,FALSE,High
Raymond Jensen,29,Male,2.867298282,127,66,46,96,FALSE,Low
Trevor Mendez,44,Female,6.500805715,138,41,60,46,TRUE,High
William Krause,43,Male,5.352183807,97,43,74,94,FALSE,High
Kristen Anderson,45,Male,7.265639471,107,79,47,76,FALSE,High
Patrick Garrison,19,Female,5.092356419,91,90,64,76,TRUE,High
Scott Moore,23,Male,1.438298893,107,93,54,60,TRUE,Low
Mary Figueroa,32,Male,3.514200906,82,45,74,46,TRUE,Low
Kerry Wilson,23,Female,6.309981337,142,48,85,58,FALSE,High
John Kramer,21,Male,1.749139962,85,48,66,65,TRUE,Low
Tony Brooks,29,Male,3.98684326,141,74,43,64,TRUE,Low
Stephen Martin,39,Female,8.461571386,123,64,98,87,FALSE,High
Patrick Sullivan,36,Female,9.535979249,98,89,76,74,TRUE,High
Ashley Rogers,31,Male,7.788232119,139,91,65,75,FALSE,High
Robert Powell,21,Male,3.273004597,80,96,67,76,FALSE,Low
Jenny Martin,32,Male,4.098451844,88,44,52,81,FALSE,Low
Felicia Gonzalez,30,Female,1.471850256,104,62,65,60,TRUE,Low
James Myers,21,Male,3.75313177,113,74,51,90,FALSE,Low
Justin Lester,21,Female,5.033537822,131,48,64,87,TRUE,High
James Ward,19,Male,4.936784262,147,68,73,62,FALSE,Low
Mrs. Susan Johnson,39,Female,8.098925497,144,55,88,96,FALSE,High
Chad Walker,18,Female,2.04596728,109,92,82,49,FALSE,Low
Mrs. Kimberly Valentine,29,Male,2.580014496,83,78,49,96,TRUE,Low
John Lopez,34,Male,2.722172493,110,50,49,41,FALSE,Low
Kimberly Dennis,38,Female,8.180487199,125,43,91,51,FALSE,High
Steven Hicks,26,Male,9.933021394,136,60,94,63,TRUE,High
Tyler Thomas,38,Female,6.557616836,121,100,67,55,TRUE,High
Donna Marshall,42,Male,3.535751897,144,88,92,53,TRUE,Low
Mary Patterson,22,Female,4.974827913,143,92,89,75,TRUE,Low
Angelica Rios,25,Female,1.987809161,81,69,75,45,FALSE,Low
Michael Johnson,22,Female,8.235166551,106,64,71,43,TRUE,High
Edwin Young,18,Female,5.81622777,131,64,45,100,TRUE,High
Cindy Frederick,34,Male,4.006422916,108,62,92,82,FALSE,Low
Peggy Larson,20,Male,2.80066742,150,91,91,49,FALSE,Low
Sharon Calderon,35,Male,1.682665554,143,88,77,61,FALSE,Low
Mackenzie Jackson,31,Male,5.114660918,141,94,42,46,TRUE,High
Michael Clark,39,Male,8.590201155,134,63,58,42,TRUE,High
Kelly Evans,42,Female,1.825523252,99,69,75,59,FALSE,Low
Joseph Nguyen,30,Male,2.390805234,134,67,66,86,FALSE,Low
Samuel Delgado,28,Female,2.83625746,80,78,86,69,FALSE,Low
Tamara Phillips,38,Female,2.065280383,89,83,93,51,TRUE,Low
Whitney Berg,26,Male,3.805901543,90,55,54,40,FALSE,Low
Tammy Heath,23,Male,6.678469274,122,93,66,74,TRUE,High
Joshua Parker,20,Female,3.555272755,138,70,87,91,TRUE,Low
Larry Watson,26,Male,1.28657889,84,95,62,96,FALSE,Low
Edwin Butler,20,Female,9.298274099,92,47,57,49,TRUE,High
Matthew Hall,37,Female,5.450659993,140,69,42,40,FALSE,High
Michele Brown,39,Male,4.138287864,138,92,46,70,TRUE,Low
Danielle Santiago,23,Female,4.173264151,110,78,41,74,TRUE,Low
Virginia Young,44,Female,8.923536933,84,57,98,76,TRUE,High
Christopher Johnson,31,Male,8.024210989,96,94,58,50,TRUE,High
Kevin Gibson,39,Female,4.407704751,88,74,55,99,FALSE,Low
Jeanette Diaz,45,Male,3.588607459,95,42,72,82,FALSE,Low
Wesley Johnson,30,Male,4.445353291,107,94,49,69,FALSE,Low
Sharon Mitchell,41,Female,4.507650483,82,51,50,47,FALSE,Low
Bill Martinez,28,Female,2.30673483,129,64,73,50,TRUE,Low
Andrew Wilcox,42,Female,4.057928256,133,41,66,46,TRUE,Low
Michael Cruz,41,Female,4.20245621,88,64,87,60,TRUE,Low
Nathan Durham,32,Female,1.332928647,142,86,41,68,TRUE,Low
Micheal Cervantes,27,Female,6.612354589,84,46,99,49,FALSE,High
Kenneth Khan,40,Female,8.33753629,112,62,74,63,FALSE,High
Rebecca Collins,43,Female,6.823870136,143,53,56,96,TRUE,High
Melissa Turner,30,Male,6.520070557,94,46,81,99,FALSE,High
Natasha Hernandez,39,Female,9.479745282,124,62,94,65,FALSE,High
Nathan Wade,24,Male,1.380064388,109,91,42,41,TRUE,Low
Kelly Hendrix,40,Male,2.396752535,146,77,73,83,TRUE,Low
Joshua Green,30,Male,6.251858279,136,90,58,86,TRUE,High
Sean Livingston,29,Female,6.020269122,92,62,45,88,TRUE,High
Jose Brown,43,Male,7.503160926,104,89,87,54,FALSE,High
Sean Gay,31,Male,3.734440696,99,79,75,84,TRUE,Low
Joseph Stevens III,25,Male,8.228381126,116,83,72,46,FALSE,High
Debra Holmes,25,Male,3.09823613,112,97,47,59,FALSE,Low
Felicia Morgan,22,Female,2.19673368,106,83,80,90,TRUE,Low
Sherri Joseph,33,Male,7.519719813,115,86,75,41,TRUE,High
Isaac Stewart,45,Female,9.983938556,110,99,65,80,TRUE,High
Anthony Cannon,26,Male,4.435510168,96,67,57,90,TRUE,Low
Alice Hunt,18,Female,8.021096749,146,100,63,56,FALSE,High
Willie Pratt,35,Male,3.891545736,115,73,94,98,FALSE,Low
Brian Kelley,40,Female,9.146212461,116,56,40,42,TRUE,High
Marcus Arnold,20,Male,2.393044084,93,79,90,95,TRUE,Low
Emma Potter,38,Female,2.545107456,87,92,72,56,FALSE,Low
Nathaniel Chan,29,Female,9.656427688,139,41,94,68,FALSE,High
Nicole Nelson,26,Female,8.118159134,94,81,64,75,FALSE,High
Jason Barton,21,Female,2.325402961,125,46,45,94,FALSE,Low
Katherine Jackson,29,Male,4.029939754,126,50,99,58,FALSE,Low
Karen Terry,41,Female,8.651227785,146,54,63,73,FALSE,High
Kelly Chavez,27,Male,5.28080483,102,53,64,62,TRUE,High
Kenneth Howard,24,Female,7.612283281,137,74,52,89,FALSE,High
Kimberly Burke,45,Male,7.512542375,105,63,62,79,TRUE,High
Heather Kelley,33,Male,7.504849306,102,49,43,78,FALSE,High
Brooke Blankenship,19,Male,2.830790449,81,96,60,98,FALSE,Low
Savannah Thompson,44,Male,6.043135934,100,85,84,49,FALSE,High
Tyler Anderson,27,Male,1.279822513,80,87,60,40,FALSE,Low
Wesley Martin,36,Female,8.768805694,133,88,65,45,TRUE,High
Joseph Davis,23,Female,1.643870618,123,67,41,87,TRUE,Low
Dana Phillips MD,41,Male,9.168176232,116,58,47,75,FALSE,High
Kelly Davis,18,Female,8.718258608,136,91,60,82,TRUE,High
Betty Welch,30,Male,9.937583483,136,55,93,71,TRUE,High
John Parks,27,Female,6.427422256,102,48,88,85,FALSE,High
Alexis Jackson,38,Female,2.327688978,102,52,52,96,FALSE,Low
Janet Berry,25,Female,4.642885213,138,53,42,51,TRUE,Low
Marvin Jones,24,Female,6.318194887,109,100,55,75,TRUE,High
Nicole Wheeler,26,Male,3.257993744,122,55,84,72,TRUE,Low
Darlene Garrett,35,Female,9.079622038,130,89,53,71,FALSE,High
Monica Marshall,40,Male,2.496846032,123,66,81,67,FALSE,Low
Emily Fox,30,Male,4.613026791,100,87,61,43,FALSE,Low
Chelsea Reid,33,Male,7.029596155,119,44,75,74,FALSE,High
Brian Merritt,19,Female,3.707192605,115,91,65,73,TRUE,Low
Antonio Wu,21,Male,8.157992098,86,40,70,94,FALSE,High
Beth Walker,29,Female,7.141210176,101,70,97,91,FALSE,High
Edwin Sharp,25,Female,1.086357775,127,86,44,49,FALSE,Low
Rachel Anderson,22,Male,6.032162109,128,96,85,75,TRUE,High
Charles Rodriguez,34,Male,3.259574054,143,67,83,92,TRUE,Low
Marissa Hanson,44,Male,5.020504483,142,61,89,79,FALSE,High
Jessica Butler,27,Female,7.174153205,102,69,96,57,TRUE,High
Scott Brooks,35,Female,6.05895852,115,85,79,78,FALSE,High
David Barnes MD,37,Female,5.861806641,150,81,62,97,TRUE,High
Brenda Hopkins,32,Male,7.585347559,123,58,82,78,FALSE,High
Alexander Bentley,23,Male,7.725546334,90,48,58,50,FALSE,High
Valerie Gilmore,32,Female,6.087485197,123,58,82,91,FALSE,High
Richard Myers,23,Male,4.107556629,89,43,78,62,FALSE,Low
Terri Scott,34,Male,6.83120731,86,54,67,55,TRUE,High
William Green,37,Male,6.548622153,116,57,90,98,FALSE,High
Jessica Waller,40,Female,5.978814919,109,93,58,86,FALSE,High
Tyler Patton,36,Female,9.939653066,115,70,48,56,FALSE,High
Sharon Moyer DDS,20,Male,7.724127891,126,56,93,70,TRUE,High
Eric Green,25,Female,5.530315871,133,86,61,53,FALSE,High
Jay Lee,37,Male,8.863546207,111,86,78,42,FALSE,High
Robert Murphy,39,Female,7.028069137,111,89,88,60,TRUE,High
Kimberly Dawson,42,Female,3.613582611,103,94,46,89,FALSE,Low
John Hunter,22,Female,9.849469177,114,62,62,72,FALSE,High
Gerald Patrick,40,Male,9.783743245,95,89,91,69,FALSE,High
Erika Campos,22,Female,2.014046558,134,91,56,49,TRUE,Low
Christopher Leon,34,Female,7.554945159,134,70,99,70,FALSE,High
Mr. Gregory Travis,44,Female,4.426019882,107,57,94,67,FALSE,Low
Anita Vazquez,22,Male,8.724364811,111,44,85,70,FALSE,High
Christian Cochran,18,Male,7.952341869,122,81,85,71,TRUE,High
Mary Jordan,37,Male,2.736126475,127,86,63,82,TRUE,Low
Anthony Guerra,35,Female,8.54588059,92,51,65,79,TRUE,High
Michael Kelly,44,Female,5.218182969,134,57,56,47,FALSE,High
Jerry Bullock,21,Male,2.016514119,99,93,46,58,TRUE,Low
Tiffany Robbins,45,Female,6.336909618,97,76,98,46,FALSE,High
Matthew Carter,29,Female,3.235974621,111,94,48,50,TRUE,Low
Douglas Hudson II,19,Male,7.528579522,127,83,88,62,TRUE,High
Jessica Morris,43,Male,3.661310529,102,48,42,56,TRUE,Low
Anna Shaffer,23,Male,3.090762243,131,86,48,67,FALSE,Low
Andrea Wright,25,Female,9.298803035,142,62,97,65,FALSE,High
Jessica Henderson,23,Male,8.412780757,99,97,81,49,TRUE,High
Robert Rogers,27,Male,8.645389531,88,99,48,68,TRUE,High
Ronald Howe,23,Female,2.743639745,91,80,76,54,TRUE,Low
Mary Patrick,29,Male,7.329889441,80,73,70,91,FALSE,High
Cynthia Morrison,24,Male,7.476928038,132,47,42,63,FALSE,High
Sara Ramos,19,Female,8.846649256,100,62,67,46,TRUE,High
Jon Johnson,37,Female,9.839517764,104,55,100,77,TRUE,High
Whitney Hopkins,22,Male,6.832998885,131,64,73,98,TRUE,High
Aaron Gonzalez,38,Female,8.599220252,139,60,40,71,TRUE,High
Pamela Long,27,Male,9.932293536,135,71,86,54,TRUE,High
Gordon Taylor,18,Male,2.936149624,140,59,76,52,TRUE,Low
Brandy Irwin,45,Male,9.119568693,96,59,96,53,TRUE,High
Daniel Oconnor,33,Female,5.312969735,134,50,56,70,TRUE,High
Karen Smith,20,Male,4.352887494,118,59,49,89,TRUE,Low
Jason Gross,37,Male,6.277986234,120,98,43,61,FALSE,High
Abigail Martinez,34,Female,1.612693405,117,81,82,65,FALSE,Low
Eric Mclaughlin,28,Female,9.62256392,96,92,85,57,TRUE,High
Krista Murphy,27,Male,7.456276371,101,45,57,87,TRUE,High
Stephanie Young,30,Female,8.488750277,81,72,47,50,TRUE,High
Allen Francis,45,Female,7.858749516,96,78,69,47,FALSE,High
Michelle Vargas,45,Female,4.417788788,102,88,76,57,FALSE,Low
Alex Callahan,22,Male,6.545880719,90,44,76,85,TRUE,High
Patrick Valencia,18,Male,6.527750756,112,80,96,80,FALSE,High
Rodney Hunter,28,Male,4.421830723,93,47,60,50,FALSE,Low
Grant Alvarado,21,Male,3.556725856,144,46,60,42,FALSE,Low
Carl Jones,33,Female,6.323779073,81,64,77,78,TRUE,High
Emily Taylor,44,Female,7.187288722,104,44,81,87,FALSE,High
Jessica King,34,Male,9.579049964,113,62,46,100,FALSE,High
Robert Francis,25,Female,4.885145154,90,76,55,41,TRUE,Low
Kimberly Watts,30,Female,6.963955314,91,74,57,50,FALSE,High
Mr. Jeffrey Little,42,Male,4.0902869,94,69,85,74,TRUE,Low
Kimberly Smith,35,Female,7.27817537,142,92,89,99,FALSE,High
William Burnett,30,Female,9.756983666,84,78,85,92,TRUE,High
Elizabeth Ramirez,45,Male,7.859841662,123,90,69,66,TRUE,High
Deborah Wilson,24,Female,4.790856135,99,77,71,98,TRUE,Low
Christopher Chan,19,Female,6.458918551,86,98,75,65,TRUE,High
Anthony Houston,34,Female,1.890418496,81,68,40,68,TRUE,Low
Ricky Wilson,20,Male,1.23234083,103,71,79,64,FALSE,Low
Nathan Wilson,33,Female,4.207583427,149,72,99,45,TRUE,Low
Nicole Pham,41,Male,2.700681094,97,73,79,86,TRUE,Low
Suzanne Fox,20,Female,4.010909824,144,66,44,96,TRUE,Low
Tyler Neal,36,Male,8.623293997,114,45,51,41,FALSE,High
Kelly Mathews,29,Male,4.541260245,101,46,69,61,TRUE,Low
Olivia Hodge,26,Male,7.254464747,136,66,96,54,FALSE,High
Robin Miller,27,Female,5.802835029,130,63,62,91,FALSE,High
Marco Townsend,43,Male,5.085282906,144,58,74,41,FALSE,High
Randall Greer,39,Female,7.504152133,118,96,78,61,FALSE,High
Shawn Alvarado,30,Male,2.475104705,117,100,89,42,TRUE,Low
Brandi Phillips DVM,25,Male,5.307808249,124,40,55,69,TRUE,High
Regina Jacobs,23,Female,5.945225035,114,86,61,72,FALSE,High
Victoria Carr,18,Female,8.968379548,140,89,67,90,FALSE,High
Scott Terry,28,Female,2.940974495,121,90,70,52,FALSE,Low
Kyle Jones,33,Male,9.476399009,150,84,84,46,TRUE,High
Jasmine Washington,32,Female,7.943413248,92,70,47,65,FALSE,High
Bryan Smith,41,Male,7.172751642,101,87,71,81,FALSE,High
Charles Powell,21,Female,5.753855991,85,76,90,77,TRUE,High
Sharon Stephens,33,Male,6.981120018,142,66,56,58,TRUE,High
Megan Ramsey,36,Male,2.754651416,149,49,84,40,FALSE,Low
James Davis,30,Male,7.150488588,97,68,74,90,FALSE,High
Heather Knox,24,Male,4.679443472,82,67,52,69,TRUE,Low
Laura Clarke,30,Male,1.282396619,88,45,79,56,FALSE,Low
Jaime Simmons,31,Female,1.218610416,142,75,88,55,TRUE,Low
Lisa Massey,24,Female,8.460878616,87,91,74,76,TRUE,High
Ryan Cox,24,Male,7.382802039,144,66,43,89,TRUE,High
Michelle Johnson,34,Male,2.233009168,148,88,86,44,FALSE,Low
Cody Sullivan,24,Female,4.374586594,107,92,41,77,TRUE,Low
Rhonda Moreno,25,Male,4.918119261,88,61,93,94,FALSE,Low
Monica Berry,37,Female,8.025869495,95,96,54,81,TRUE,High
Jaime Grant,35,Male,5.81347317,124,73,65,54,TRUE,High
Herbert Hess,20,Female,8.928168107,120,70,87,50,FALSE,High
David Martin,18,Male,2.961477237,99,62,68,56,TRUE,Low
Lisa Armstrong,28,Female,1.577511351,122,47,87,43,FALSE,Low
Jessica Wood,35,Male,6.699730926,87,96,88,69,FALSE,High
Alexandria Ryan,41,Female,1.187001277,110,75,93,44,TRUE,Low
Maria Tucker,35,Male,9.717160674,133,61,67,56,TRUE,High
Alexander Fisher,19,Male,9.36604544,122,82,80,65,TRUE,High
Douglas Wilkins,44,Male,6.334567752,145,52,61,48,TRUE,High
Bobby Morales,29,Male,8.393222108,149,79,54,77,TRUE,High
Jonathan Williams,42,Female,8.865194165,90,95,56,78,FALSE,High
Justin Webb,24,Male,2.854536842,107,93,80,56,FALSE,Low
Brooke Banks,35,Male,2.099736721,94,47,83,53,TRUE,Low
Teresa Duncan,44,Female,6.346083223,148,48,83,62,FALSE,High
Terry Hamilton,29,Female,7.778683926,92,75,47,71,FALSE,High
Jordan Spears,41,Male,2.689155937,139,41,85,87,TRUE,Low
Edwin Davis,25,Male,8.141193966,119,77,86,68,FALSE,High
Michelle Mcdaniel,27,Female,6.140133313,88,73,97,56,FALSE,High
Deanna Davis,27,Male,4.119300422,136,82,52,62,TRUE,Low
Noah Moss,39,Male,2.154048885,120,61,80,94,TRUE,Low
Holly Smith,21,Female,7.100928497,109,85,64,92,FALSE,High
Eric Alexander,39,Male,2.461319824,106,80,94,74,TRUE,Low
Brian Edwards,28,Female,5.920212754,84,83,58,67,TRUE,High
James Rodriguez,42,Male,5.484146401,138,76,70,92,TRUE,High
Melissa Kelley,42,Male,3.255437682,87,99,67,49,FALSE,Low
Bridget Allison,39,Male,4.35661804,124,81,95,72,FALSE,Low
Nicholas Clark,43,Female,2.001047875,149,60,100,54,TRUE,Low
Chelsea Hardy,40,Female,8.400596793,102,94,67,64,FALSE,High
Kyle Meza,26,Male,7.573700083,106,46,68,44,FALSE,High
Debbie Jenkins,22,Male,8.340591812,123,40,91,48,FALSE,High
Julie Burns,27,Male,4.167203839,82,50,85,92,TRUE,Low
Tristan Moore,19,Female,4.228261142,89,64,56,46,FALSE,Low
Michael Owens,29,Female,8.201377458,137,79,100,58,FALSE,High
Javier Clark,24,Female,7.209984768,97,90,64,84,TRUE,High
Mark Hansen,45,Female,4.878793617,124,69,86,88,FALSE,Low
Michael Dominguez,26,Female,9.45861141,98,84,96,98,FALSE,High
Gloria Cole,35,Male,9.583001694,89,78,42,70,TRUE,High
William Taylor,20,Male,2.812316037,126,66,73,100,FALSE,Low
Juan Bowman,34,Female,7.466297928,125,97,98,71,TRUE,High
Eddie Nelson,39,Female,7.513227718,90,72,61,41,TRUE,High
Christopher Perez,35,Male,2.773427959,124,96,51,48,TRUE,Low
Melissa Mcmillan,32,Male,5.40070109,115,95,95,71,TRUE,High
Amanda Torres,23,Male,5.652942058,97,83,69,68,TRUE,High
Matthew Scott,18,Female,7.079165428,106,72,67,60,TRUE,High
Nicole Ramirez,30,Female,9.700107672,83,67,46,74,FALSE,High
Victor King,19,Male,1.594510428,132,65,48,61,TRUE,Low
Dana Garrison,44,Female,7.777831135,96,59,52,80,FALSE,High
James Anderson,33,Female,2.593196476,109,70,100,60,TRUE,Low
Karen Cameron,18,Female,2.393506499,116,44,62,68,FALSE,Low
Allison Shaw,43,Male,9.977928644,148,84,53,71,TRUE,High
Eric Howard,45,Female,9.427273804,101,80,85,80,TRUE,High
Thomas Hahn,21,Female,3.138417871,81,99,61,59,FALSE,Low
Brenda Campbell,31,Male,9.687697421,110,82,52,91,TRUE,High
Julie Adams,44,Male,9.013431211,93,65,67,61,TRUE,High
Stacey Harrington,36,Female,7.228236799,84,82,95,40,TRUE,High
Cynthia Spencer,18,Female,2.933683462,149,97,77,98,TRUE,Low
Mason Walters,25,Male,7.439862754,124,82,47,95,FALSE,High
Mary Simon,28,Male,6.00228088,99,85,80,49,FALSE,High
Jodi Zhang,42,Female,2.359382388,81,78,52,41,TRUE,Low
Michael Jones,37,Female,4.672151357,117,40,56,76,FALSE,Low
Angela Miller,27,Male,8.003383876,111,99,89,80,FALSE,High
Joshua Brown,20,Male,3.289904093,130,50,62,85,FALSE,Low
Zachary Suarez,43,Male,4.423836866,80,49,78,68,FALSE,Low
Sarah Cole,31,Female,3.310064438,82,46,50,52,FALSE,Low
Kelly Riley,41,Female,6.910051779,120,42,44,70,TRUE,High
Caitlin Camacho,31,Male,4.195945452,86,60,60,91,FALSE,Low
Kevin Bell,37,Female,5.848225171,150,79,58,45,FALSE,High
Amy Harris,37,Female,4.975395428,150,49,43,88,FALSE,Low
Andrea Bridges,32,Male,4.266150316,148,63,67,46,FALSE,Low
Jacqueline Newman,39,Male,1.15103272,100,70,57,45,FALSE,Low
Wayne Wells,18,Female,5.818501715,88,85,90,44,TRUE,High
Sherri Cooke,35,Female,2.489070266,128,72,73,64,TRUE,Low
Tina Morgan,31,Female,4.784927741,118,63,89,60,FALSE,Low
John Craig,45,Female,6.365623715,81,48,66,54,TRUE,High
Ricky Wise,45,Male,8.703365839,93,54,82,63,TRUE,High
Matthew Bailey,42,Female,8.955333979,85,51,50,57,TRUE,High
Jacob Davis,25,Male,8.787032937,96,44,96,73,TRUE,High
Paul Wagner,26,Male,9.264876801,113,76,86,98,TRUE,High
Kelly Turner DDS,26,Female,5.603769375,133,54,93,82,FALSE,High
Derrick Gregory,41,Female,9.151837436,140,69,89,92,FALSE,High
Robert Newman,24,Female,2.868259699,87,100,51,81,TRUE,Low
Teresa Richards,19,Male,2.625214539,81,75,65,50,FALSE,Low
Jeffrey Malone,21,Female,6.734034325,137,51,84,50,TRUE,High
Amy Farley,34,Female,8.797482816,86,97,46,73,TRUE,High
Cathy Rangel,33,Female,7.432140741,112,81,47,46,TRUE,High
Tony Nelson,24,Male,3.976084079,103,79,98,67,TRUE,Low
Melissa Rowe,42,Male,8.486553084,105,90,44,86,FALSE,High
Mariah Griffin,24,Male,1.189910389,86,73,91,40,TRUE,Low
Randy Hudson,27,Female,1.314957432,90,99,78,82,TRUE,Low
Roberto Silva,22,Female,1.807470947,91,81,69,61,TRUE,Low
Kayla Aguirre,30,Male,4.423632996,116,53,86,61,TRUE,Low
Jessica Erickson,40,Male,5.138425592,89,97,89,60,TRUE,High
Crystal Cunningham,45,Male,9.746420787,81,77,40,90,FALSE,High
Margaret Robinson,26,Male,6.907092609,112,68,45,40,TRUE,High
Laura Glover,22,Female,4.236538559,100,99,81,94,FALSE,Low
Jason Martinez,45,Male,4.362668756,85,70,69,98,FALSE,Low
Lori Alexander,29,Male,1.169045521,103,66,69,84,TRUE,Low
Robert Young,35,Female,5.254921786,89,77,92,99,FALSE,High
Luis Strickland,29,Female,6.522376914,126,65,46,91,TRUE,High
Monica Diaz,30,Male,7.579503938,113,68,44,40,TRUE,High
Kevin Alvarez,35,Female,4.497299218,86,57,52,77,FALSE,Low
Laurie Russell,45,Female,4.015706165,119,77,72,95,FALSE,Low
Raymond Rose,25,Male,4.814755986,100,61,64,42,FALSE,Low
Christopher Wall,22,Male,1.108995993,100,55,93,98,TRUE,Low
Jimmy Singh,42,Male,9.559212389,121,58,53,99,TRUE,High
Larry Wyatt,31,Male,9.800376013,146,49,78,97,FALSE,High
Edward Shaw,23,Female,5.15954166,132,86,57,64,FALSE,High
David Le,21,Female,7.009278949,130,51,53,97,FALSE,High
Anna Torres,41,Female,8.991858784,146,75,47,46,TRUE,High
Patricia Wagner,24,Male,1.717536656,138,100,87,97,FALSE,Low
Benjamin Valenzuela,19,Female,9.515732844,91,49,66,87,FALSE,High
Brittany Gomez,38,Female,8.663378789,141,97,54,86,TRUE,High
Melanie Velazquez,34,Male,8.167352397,80,93,73,96,FALSE,High
Jeremy Rivera,42,Male,7.396380588,147,45,100,71,TRUE,High
Wanda Cannon,19,Female,9.620634119,99,51,94,46,TRUE,High
Kenneth Knight,32,Female,3.178879536,134,65,49,48,FALSE,Low
Lauren Vasquez,45,Female,2.471355292,121,56,44,90,FALSE,Low
Rachael Macias,22,Female,5.093743388,137,47,52,40,FALSE,High
Phillip Massey,39,Female,8.709849409,149,65,44,41,FALSE,High
Mary Logan,32,Male,5.263244164,142,55,63,50,TRUE,High
Jennifer Blankenship,41,Male,6.861899836,144,79,70,69,TRUE,High
John Dean,30,Male,6.000906399,139,57,88,73,TRUE,High
Alyssa James,20,Female,7.67809719,137,59,57,40,TRUE,High
Trevor Logan,33,Male,7.654736511,150,53,69,42,TRUE,High
Manuel Alvarez,43,Male,3.59512567,110,98,65,96,TRUE,Low
Michael Li,21,Male,8.795932458,81,81,99,93,FALSE,High
Lori Newman,35,Female,7.883436617,108,87,79,75,FALSE,High
Phillip Hansen,39,Male,8.955585593,84,88,43,48,TRUE,High
Kimberly Collier,34,Male,9.117723789,148,90,93,99,TRUE,High
Jeffrey Taylor,40,Female,4.798458152,109,92,83,87,FALSE,Low
Renee Suarez,31,Female,1.827325163,121,72,73,48,FALSE,Low
Jenny Benjamin,31,Female,3.969945685,95,93,73,80,FALSE,Low
Nicholas Wilson,27,Female,4.688176391,124,62,57,61,TRUE,Low
Thomas Caldwell,31,Male,2.851772096,80,91,43,47,TRUE,Low
Kimberly Rodriguez,39,Female,8.631146226,115,61,54,71,TRUE,High
Dana Brown DVM,43,Male,6.567023764,93,42,63,40,TRUE,High
Amy Cooley,28,Male,6.624166913,145,95,92,46,FALSE,High
Jacob Harper,30,Female,1.288758824,122,47,68,62,FALSE,Low
Krista Coleman,32,Female,5.360602401,126,62,47,88,FALSE,High
Jessica Mosley,40,Female,9.660830152,106,77,98,50,TRUE,High
Nathaniel Cox,18,Female,9.825006434,128,43,58,54,TRUE,High
Sandra Brown,38,Male,1.338179601,96,93,54,81,FALSE,Low
Alicia Kelly,38,Male,1.887723798,130,58,94,80,TRUE,Low
Sherry Lee,35,Female,8.213701848,133,95,78,69,FALSE,High
Jason Riley,44,Male,4.450038414,144,87,64,85,FALSE,Low
Logan Brandt,31,Female,4.973890198,98,97,54,59,FALSE,Low
Kyle Pearson,24,Male,1.139485558,127,73,64,78,TRUE,Low
Natalie Olson,26,Female,7.28482155,150,65,44,75,FALSE,High
Christopher Smith,27,Female,5.95453865,144,87,49,65,TRUE,High
Julie Johnson,43,Male,1.760732843,136,55,43,98,TRUE,Low
Shirley Ross,18,Male,8.067052596,147,75,84,73,FALSE,High
Holly Hill,33,Female,2.856960297,148,76,58,65,TRUE,Low
Phillip Arnold,35,Male,6.797447659,130,67,66,91,FALSE,High
Sheri Gonzales,25,Female,9.518334815,87,68,96,86,FALSE,High
Andrew Spence,42,Female,7.251118869,84,90,75,43,TRUE,High
Ashley Jordan,39,Female,9.012792229,140,100,73,56,TRUE,High
Brandon Rogers,31,Female,8.141966152,138,91,52,59,TRUE,High
John Maxwell,33,Female,9.316908216,146,47,65,67,FALSE,High
Douglas West,45,Female,9.582293181,115,76,85,89,TRUE,High
Jennifer Robbins,43,Female,4.463057621,140,55,99,87,TRUE,Low
Sandra Johnson,29,Male,4.918628514,91,52,42,41,FALSE,Low
Jessica Dixon,42,Male,4.664328317,113,42,53,47,TRUE,Low
Daniel Martinez,32,Male,7.098091763,106,87,85,58,FALSE,High
Elizabeth Anderson,30,Male,7.909585356,136,88,64,74,FALSE,High
Crystal Brewer,36,Female,6.750815639,105,94,45,75,TRUE,High
Victoria Jackson,40,Male,3.598472813,92,40,90,69,FALSE,Low
Christopher Tapia,21,Male,9.089268766,107,90,87,85,TRUE,High
Christopher Campbell,30,Female,4.269090091,134,97,82,82,TRUE,Low
Dr. Kristin Gonzales MD,25,Male,1.06768332,137,66,51,86,TRUE,Low
Scott Watts,30,Female,4.477680589,83,65,89,65,FALSE,Low
Eric Wilson,26,Female,8.019504304,144,85,63,87,TRUE,High
Ann Reed,34,Male,8.548919355,122,45,47,59,TRUE,High
Michael Stevens,34,Male,4.780050462,139,64,91,90,FALSE,Low
David Whitney,38,Male,4.276187476,150,59,97,90,TRUE,Low
Troy Jenkins,24,Female,5.210294402,80,43,62,92,FALSE,High
Erica Chang,21,Female,1.814419651,83,85,77,83,FALSE,Low
Kimberly Griffith,32,Female,4.430846753,86,98,63,79,FALSE,Low
Larry Rogers,44,Male,8.511826891,127,99,80,100,FALSE,High
